id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,hrID,hdbID,verified,name
8459412,https://assets.nhle.com/mugs/nhl/19941995/PHI/8459412.png,Jim,Montgomery,32,C,R,70,180,178,82,1969-06-30,Montréal,CAN,Quebec,"","",false,Jim Montgomery
8457704,https://assets.nhle.com/mugs/nhl/19941995/PHI/8457704.png,Shjon,Podein,25,L,L,74,200,188,91,1968-03-05,Rochester,USA,Minnesota,"","",false,Shjon Podein
8451291,https://assets.nhle.com/mugs/nhl/19941995/PHI/8451291.png,Anatoli,Semenov,19,C,L,74,200,188,91,1962-03-05,Moscow,RUS,"","",false,"",Anatoli Semenov
8444957,https://assets.nhle.com/mugs/nhl/19941995/PHI/8444957.png,Shawn,Anderson,37,D,L,73,200,185,91,1968-02-07,Montréal,CAN,Quebec,"","",false,Shawn Anderson
8446407,https://assets.nhle.com/mugs/nhl/19941995/PHI/8446407.png,Eric,Desjardins,37,D,R,73,205,185,93,1969-06-14,Rouyn,CAN,Quebec,"","",false,Eric Desjardins
8456149,https://assets.nhle.com/mugs/nhl/19941995/PHI/8456149.png,Karl,Dykhuis,28,D,L,75,214,191,97,1972-07-08,Sept-Iles,CAN,Quebec,"","",false,Karl Dykhuis
8451789,https://assets.nhle.com/mugs/nhl/19941995/PHI/8451789.png,Petr,Svoboda,23,D,L,73,183,185,83,1966-02-14,Most,CZE,"","",false,"",Petr Svoboda
8458202,https://assets.nhle.com/mugs/nhl/19941995/PHI/8458202.png,Chris,Therien,6,D,L,77,235,196,107,1971-12-14,Ottawa,CAN,Ontario,"","",false,Chris Therien
8458508,https://assets.nhle.com/mugs/nhl/19951996/PHI/8458508.png,Philip,Crowe,26,R,R,74,225,188,102,1970-04-14,Red Deer,CAN,Alberta,"","",false,Philip Crowe
8446487,https://assets.nhle.com/mugs/nhl/19951996/PHI/8446487.png,John,Druce,19,R,R,74,195,188,88,1966-02-23,Peterborough,CAN,Ontario,"","",false,John Druce
8458516,https://assets.nhle.com/mugs/nhl/19951996/PHI/8458516.png,Pat,Falloon,17,R,R,71,200,180,91,1972-09-22,Foxwarren,CAN,Manitoba,"","",false,Pat Falloon
8447685,https://assets.nhle.com/mugs/nhl/19951996/PHI/8447685.png,Dale,Hawerchuk,10,C,L,71,196,180,89,1963-04-04,Toronto,CAN,Ontario,"","",false,Dale Hawerchuk
8456849,https://assets.nhle.com/mugs/nhl/19951996/PHI/8456849.png,Trent,Klatt,26,R,R,73,225,185,102,1971-01-30,Robbinsdale,USA,Minnesota,"","",false,Trent Klatt
8450088,https://assets.nhle.com/mugs/nhl/19951996/PHI/8450088.png,Joel,Otto,29,C,R,76,220,193,100,1961-10-29,Elk River,USA,Minnesota,"","",false,Joel Otto
8457847,https://assets.nhle.com/mugs/nhl/19951996/PHI/8457847.png,Russ,Romaniuk,21,L,L,72,195,183,88,1970-06-09,Winnipeg,CAN,Manitoba,"","",false,Russ Romaniuk
8446117,https://assets.nhle.com/mugs/nhl/19961997/PHI/8446117.png,Paul,Coffey,74,D,L,72,205,183,93,1961-06-01,Weston,CAN,Ontario,"","",false,Paul Coffey
8448543,https://assets.nhle.com/mugs/nhl/19961997/PHI/8448543.png,Frantisek,Kucera,4,D,R,74,215,188,98,1968-02-03,Prague,CZE,"","",false,"",Frantisek Kucera
8459425,https://assets.nhle.com/mugs/nhl/19971998/PHI/8459425.png,Chris,Gratton,77,C,L,76,226,193,103,1975-07-05,Brantford,CAN,Ontario,"","",false,Chris Gratton
8459033,https://assets.nhle.com/mugs/nhl/19971998/PHI/8459033.png,Brantt,Myhres,55,R,R,75,220,191,100,1974-03-18,Edmonton,CAN,Alberta,"","",false,Brantt Myhres
8445208,https://assets.nhle.com/mugs/nhl/19971998/PHI/8445208.png,Dave,Babych,44,D,L,73,225,185,102,1961-05-23,Edmonton,CAN,Alberta,"","",false,Dave Babych
8448380,https://assets.nhle.com/mugs/nhl/19971998/PHI/8448380.png,Chris,Joseph,3,D,R,74,211,188,96,1969-09-10,Burnaby,CAN,British Columbia,"","",false,Chris Joseph
8450824,https://assets.nhle.com/mugs/nhl/19971998/PHI/8450824.png,Luke,Richardson,2,D,L,75,214,191,97,1969-03-26,Ottawa,CAN,Ontario,"","",false,Luke Richardson
8445775,https://assets.nhle.com/mugs/nhl/19981999/PHI/8445775.png,Marc,Bureau,28,C,R,73,203,185,92,1966-05-19,Trois-Rivières,CAN,Quebec,"","",false,Marc Bureau
8447383,https://assets.nhle.com/mugs/nhl/19981999/PHI/8447383.png,Mark,Greig,9,R,R,71,190,180,86,1970-01-25,High River,CAN,Alberta,"","",false,Mark Greig
8456745,https://assets.nhle.com/mugs/nhl/19981999/PHI/8456745.png,Keith,Jones,20,R,R,74,200,188,91,1968-11-08,Brantford,CAN,Ontario,"","",false,Keith Jones
8456882,https://assets.nhle.com/mugs/nhl/19981999/PHI/8456882.png,Andrei,Kovalenko,51,R,L,70,215,178,98,1970-06-07,Balakovo,RUS,"","",false,"",Andrei Kovalenko
8462036,https://assets.nhle.com/mugs/nhl/19981999/PHI/8462036.png,Daymond,Langkow,22,C,L,70,181,178,82,1976-09-27,Edmonton,CAN,Alberta,"","",false,Daymond Langkow
8460660,https://assets.nhle.com/mugs/nhl/19981999/PHI/8460660.png,Roman,Vopat,14,L,L,75,223,191,101,1976-04-21,Litvinov,CZE,"","",false,"",Roman Vopat
8462058,https://assets.nhle.com/mugs/nhl/19981999/PHI/8462058.png,Brian,Wesenberg,54,R,R,75,173,191,78,1977-05-09,Peterborough,CAN,Ontario,"","",false,Brian Wesenberg
8458385,https://assets.nhle.com/mugs/nhl/19981999/PHI/8458385.png,Peter,White,15,C,L,71,200,180,91,1969-03-15,Montréal,CAN,Quebec,"","",false,Peter White
8458485,https://assets.nhle.com/mugs/nhl/19981999/PHI/8458485.png,Jason,Zent,38,L,L,71,208,180,94,1971-04-15,Buffalo,USA,New York,"","",false,Jason Zent
8466092,https://assets.nhle.com/mugs/nhl/19981999/PHI/8466092.png,Ryan,Bast,32,D,L,75,193,191,88,1975-08-27,Spruce Grove,CAN,Alberta,"","",false,Ryan Bast
8445783,https://assets.nhle.com/mugs/nhl/19981999/PHI/8445783.png,Adam,Burt,7,D,L,74,210,188,95,1969-01-15,Detroit,USA,Michigan,"","",false,Adam Burt
8462416,https://assets.nhle.com/mugs/nhl/19981999/PHI/8462416.png,Andy,Delmore,51,D,R,72,201,183,91,1976-12-26,LaSalle,CAN,Ontario,"","",false,Andy Delmore
8462165,https://assets.nhle.com/mugs/nhl/19981999/PHI/8462165.png,Dimitri,Tertyshny,5,D,L,74,180,188,82,1976-12-25,Chelyabinsk,RUS,"","",false,"",Dimitri Tertyshny
8466165,https://assets.nhle.com/mugs/nhl/19981999/PHI/8466165.png,Jean-Marc,Pelletier,30,G,L,75,209,191,95,1978-03-04,Atlanta,USA,Georgia,"","",false,Jean-Marc Pelletier
8467346,https://assets.nhle.com/mugs/nhl/19992000/PHI/8467346.png,Simon,Gagne,12,L,L,73,195,185,88,1980-02-29,Ste. Foy,CAN,Quebec,"","",false,Simon Gagne
8457203,https://assets.nhle.com/mugs/nhl/19992000/PHI/8457203.png,Kent,Manderville,26,C,L,75,200,191,91,1971-04-12,Edmonton,CAN,Alberta,"","",false,Kent Manderville
8450550,https://assets.nhle.com/mugs/nhl/19992000/PHI/8450550.png,Keith,Primeau,25,C,L,77,220,196,100,1971-11-24,Toronto,CAN,Ontario,"","",false,Keith Primeau
8459499,https://assets.nhle.com/mugs/nhl/19992000/PHI/8459499.png,Steve,Washburn,36,C,L,74,198,188,90,1975-04-10,Ottawa,CAN,Ontario,"","",false,Steve Washburn
8459536,https://assets.nhle.com/mugs/nhl/19992000/PHI/8459536.png,Jeff,Lank,39,D,L,75,200,191,91,1975-03-01,Indian Head,CAN,Saskatchewan,"","",false,Jeff Lank
8452584,https://assets.nhle.com/mugs/nhl/19992000/PHI/8452584.png,Zarley,Zalapski,33,D,L,73,215,185,98,1968-04-22,Edmonton,CAN,Alberta,"","",false,Zarley Zalapski
8462052,https://assets.nhle.com/mugs/nhl/19992000/PHI/8462052.png,Brian,Boucher,33,G,L,74,200,188,91,1977-01-02,Woonsocket,USA,Rhode Island,"","",false,Brian Boucher
8467500,https://assets.nhle.com/mugs/nhl/20002001/PHI/8467500.png,Tomas,Divisek,18,R,L,74,210,188,95,1979-07-19,Most,CZE,"","",false,"",Tomas Divisek
8466292,https://assets.nhle.com/mugs/nhl/20002001/PHI/8466292.png,Todd,Fedoruk,29,L,L,74,232,188,105,1979-02-13,Redwater,CAN,Alberta,"","",false,Todd Fedoruk
8467541,https://assets.nhle.com/mugs/nhl/20002001/PHI/8467541.png,Petr,Hubacek,21,C,R,74,185,188,84,1979-09-02,Brno,CZE,"","",false,"",Petr Hubacek
8467732,https://assets.nhle.com/mugs/nhl/20002001/PHI/8467732.png,Kirby,Law,47,R,R,73,190,185,86,1977-03-11,McCreary,CAN,Manitoba,"","",false,Kirby Law
8450357,https://assets.nhle.com/mugs/nhl/20002001/PHI/8450357.png,Michel,Picard,42,L,L,71,202,180,92,1969-11-07,Beauport,CAN,Quebec,"","",false,Michel Picard
8457686,https://assets.nhle.com/mugs/nhl/20002001/PHI/8457686.png,Derek,Plante,38,C,L,71,181,180,82,1971-01-17,Cloquet,USA,Minnesota,"","",false,Derek Plante
8450653,https://assets.nhle.com/mugs/nhl/20002001/PHI/8450653.png,Paul,Ranheim,18,L,R,73,210,185,95,1966-01-25,St. Louis,USA,Missouri,"","",false,Paul Ranheim
8468508,https://assets.nhle.com/mugs/nhl/20002001/PHI/8468508.png,Justin,Williams,14,R,R,73,184,185,83,1981-10-04,Cobourg,CAN,Ontario,"","",false,Justin Williams
8459059,https://assets.nhle.com/mugs/nhl/20002001/PHI/8459059.png,Michal,Sykora,23,D,L,77,225,196,102,1973-07-05,Pardubice,CZE,"","",false,"",Michal Sykora
8458598,https://assets.nhle.com/mugs/nhl/20002001/PHI/8458598.png,Brad,Tiley,2,D,L,73,185,185,84,1971-07-05,Markdale,CAN,Ontario,"","",false,Brad Tiley
8468651,https://assets.nhle.com/mugs/nhl/20002001/PHI/8468651.png,Roman,Cechmanek,32,G,L,75,211,191,96,1971-03-02,Gottwaldov,CZE,"","",false,"",Roman Cechmanek
8467895,https://assets.nhle.com/mugs/nhl/20002001/PHI/8467895.png,Maxime,Ouellet,1,G,L,74,194,188,88,1981-06-17,Beauport,CAN,Quebec,"","",false,Maxime Ouellet
8465067,https://assets.nhle.com/mugs/nhl/20012002/PHI/8465067.png,Jesse,Boulerice,36,R,R,74,215,188,98,1978-08-10,Plattsburgh,USA,New York,"","",false,Jesse Boulerice
8467877,https://assets.nhle.com/mugs/nhl/20012002/PHI/8467877.png,Pavel,Brendl,28,R,R,73,204,185,93,1981-03-23,Opocno,CZE,"","",false,"",Pavel Brendl
8459069,https://assets.nhle.com/mugs/nhl/20012002/PHI/8459069.png,Jiri,Dopita,33,C,L,76,222,193,101,1968-12-02,Sumperk,CZE,"","",false,"",Jiri Dopita
8468707,https://assets.nhle.com/mugs/nhl/20012002/PHI/8468707.png,Guillaume,Lefebvre,11,L,L,73,200,185,91,1981-05-07,Amos,CAN,Quebec,"","",false,Guillaume Lefebvre
8459521,https://assets.nhle.com/mugs/nhl/20012002/PHI/8459521.png,Marty,Murray,26,C,L,69,180,175,82,1975-02-16,Lyleton,CAN,Manitoba,"","",false,Marty Murray
8449951,https://assets.nhle.com/mugs/nhl/20012002/PHI/8449951.png,Adam,Oates,77,C,R,71,190,180,86,1962-08-27,Weston,CAN,Ontario,"","",false,Adam Oates
8468081,https://assets.nhle.com/mugs/nhl/20012002/PHI/8468081.png,Vaclav,Pletka,11,L,L,71,182,180,83,1979-06-08,Boleslav,CZE,"","",false,"",Vaclav Pletka
8450978,https://assets.nhle.com/mugs/nhl/20012002/PHI/8450978.png,Jeremy,Roenick,27,C,R,73,205,185,93,1970-01-17,Boston,USA,Massachusetts,"","",false,Jeremy Roenick
8458048,https://assets.nhle.com/mugs/nhl/20012002/PHI/8458048.png,John,Slaney,45,D,L,72,190,183,86,1972-02-07,St. John's,CAN,Newfoundland and Labrador,"","",false,John Slaney
8467558,https://assets.nhle.com/mugs/nhl/20012002/PHI/8467558.png,Bruno,St. Jacques,7,D,L,74,210,188,95,1980-08-22,Montréal,CAN,Quebec,"","",false,Bruno St. Jacques
8458738,https://assets.nhle.com/mugs/nhl/20012002/PHI/8458738.png,Neil,Little,35,G,L,73,190,185,86,1971-12-18,Medicine Hat,CAN,Alberta,"","",false,Neil Little
8467342,https://assets.nhle.com/mugs/nhl/20022003/PHI/8467342.png,Eric,Chouinard,15,C,L,75,215,191,98,1980-07-08,Atlanta,USA,Georgia,"","",false,Eric Chouinard
8462129,https://assets.nhle.com/mugs/nhl/20022003/PHI/8462129.png,Michal,Handzus,26,C,L,77,215,196,98,1977-03-11,Banská Bystrica,SVK,"","",false,"",Michal Handzus
8462107,https://assets.nhle.com/mugs/nhl/20022003/PHI/8462107.png,Tomi,Kallio,18,R,L,72,190,183,86,1977-01-27,Turku,FIN,"","",false,"",Tomi Kallio
8462114,https://assets.nhle.com/mugs/nhl/20022003/PHI/8462114.png,Sami,Kapanen,24,R,L,70,185,178,84,1973-06-14,Vantaa,FIN,"","",false,"",Sami Kapanen
8462112,https://assets.nhle.com/mugs/nhl/20022003/PHI/8462112.png,Ian,MacNeil,34,C,L,74,190,188,86,1977-04-27,Halifax,CAN,Nova Scotia,"","",false,Ian MacNeil
8467325,https://assets.nhle.com/mugs/nhl/20022003/PHI/8467325.png,Andre,Savage,27,C,R,72,195,183,88,1975-05-27,Ottawa,CAN,Ontario,"","",false,Andre Savage
8469544,https://assets.nhle.com/mugs/nhl/20022003/PHI/8469544.png,Patrick,Sharp,10,R,R,73,200,185,91,1981-12-27,Winnipeg,CAN,Manitoba,"","",false,Patrick Sharp
8462127,https://assets.nhle.com/mugs/nhl/20022003/PHI/8462127.png,Radovan,Somik,20,R,R,74,194,188,88,1977-05-07,Martin,SVK,"","",false,"",Radovan Somik
8458941,https://assets.nhle.com/mugs/nhl/20022003/PHI/8458941.png,Todd,Warriner,20,L,L,74,210,188,95,1974-01-03,Blenheim,CAN,Ontario,"","",false,Todd Warriner
8460587,https://assets.nhle.com/mugs/nhl/20022003/PHI/8460587.png,Jamie,Wright,18,L,L,72,194,183,88,1976-05-13,Kitchener,CAN,Ontario,"","",false,Jamie Wright
8459035,https://assets.nhle.com/mugs/nhl/20022003/PHI/8459035.png,Marcus,Ragnarsson,28,D,L,73,215,185,98,1971-08-13,Ostervala,SWE,"","",false,"",Marcus Ragnarsson
8468213,https://assets.nhle.com/mugs/nhl/20022003/PHI/8468213.png,Jim,Vandermeer,26,D,L,73,210,185,95,1980-02-21,Caroline,CAN,Alberta,"","",false,Jim Vandermeer
8465093,https://assets.nhle.com/mugs/nhl/20022003/PHI/8465093.png,Robert,Esche,42,G,L,73,210,185,95,1978-01-22,White,USA,New York,"","",false,Robert Esche
8465028,https://assets.nhle.com/mugs/nhl/20032004/PHI/8465028.png,Boyd,Kane,11,L,L,74,229,188,104,1978-04-18,Swift Current,CAN,Saskatchewan,"","",false,Boyd Kane
8460739,https://assets.nhle.com/mugs/nhl/20032004/PHI/8460739.png,Mike,Peluso,22,R,R,73,208,185,94,1974-09-02,Bismarck,USA,North Dakota,"","",false,Mike Peluso
8467966,https://assets.nhle.com/mugs/nhl/20032004/PHI/8467966.png,Branko,Radivojevic,92,R,R,72,208,183,94,1980-11-24,Piestany,SVK,"","",false,"",Branko Radivojevic
8458487,https://assets.nhle.com/mugs/nhl/20032004/PHI/8458487.png,Alexei,Zhamnov,10,C,L,73,204,185,93,1970-10-01,Moscow,RUS,"","",false,"",Alexei Zhamnov
8470905,https://assets.nhle.com/mugs/nhl/20032004/PHI/8470905.png,Randy,Jones,6,D,L,74,210,188,95,1981-07-23,Quispamsis,CAN,New Brunswick,"","",false,Randy Jones
8462258,https://assets.nhle.com/mugs/nhl/20032004/PHI/8462258.png,Danny,Markov,95,D,L,73,186,185,84,1976-07-30,Moscow,RUS,"","",false,"",Danny Markov
8470137,https://assets.nhle.com/mugs/nhl/20032004/PHI/8470137.png,Joni,Pitkanen,44,D,L,75,220,191,100,1983-09-19,Oulu,FIN,"","",false,"",Joni Pitkanen
8467511,https://assets.nhle.com/mugs/nhl/20032004/PHI/8467511.png,Antero,Niittymaki,30,G,L,73,195,185,88,1980-06-18,Turku,FIN,"","",false,"",Antero Niittymaki
8470604,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470604.png,Jeff,Carter,17,C,R,75,219,191,99,1985-01-01,London,CAN,Ontario,"","",false,Jeff Carter
8468028,https://assets.nhle.com/mugs/nhl/20052006/PHI/8468028.png,Niko,Dimitrakos,15,R,R,71,193,180,88,1979-05-21,Somerville,USA,Massachusetts,"","",false,Niko Dimitrakos
8470280,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470280.png,Ben,Eager,55,L,L,74,226,188,103,1984-01-22,Ottawa,CAN,Ontario,"","",false,Ben Eager
8470244,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470244.png,Matt,Ellison,36,R,R,72,192,183,87,1983-12-08,Duncan,CAN,British Columbia,"","",false,Matt Ellison
8458520,https://assets.nhle.com/mugs/nhl/20052006/PHI/8458520.png,Peter,Forsberg,21,C,L,72,205,183,93,1973-07-20,Ornskoldsvik,SWE,"","",false,"",Peter Forsberg
8469844,https://assets.nhle.com/mugs/nhl/20052006/PHI/8469844.png,Josh,Gratton,24,L,L,74,215,188,98,1982-09-09,Brantford,CAN,Ontario,"","",false,Josh Gratton
8466184,https://assets.nhle.com/mugs/nhl/20052006/PHI/8466184.png,Pat,Kavanagh,36,R,R,75,200,191,91,1979-03-14,Ottawa,CAN,Ontario,"","",false,Pat Kavanagh
8470680,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470680.png,Ryan,Potulny,11,C,L,72,182,183,83,1984-09-05,Grand Forks,USA,North Dakota,"","",false,Ryan Potulny
8466230,https://assets.nhle.com/mugs/nhl/20052006/PHI/8466230.png,Ryan,Ready,14,L,L,74,195,188,88,1978-11-07,Peterborough,CAN,Ontario,"","",false,Ryan Ready
8470617,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470617.png,Mike,Richards,18,C,L,71,196,180,89,1985-02-11,Kenora,CAN,Ontario,"","",false,Mike Richards
8470674,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470674.png,Stefan,Ruzicka,14,R,R,72,200,183,91,1985-02-17,Nitra,SVK,"","",false,"",Stefan Ruzicka
8458682,https://assets.nhle.com/mugs/nhl/20052006/PHI/8458682.png,Brian,Savage,49,L,L,73,200,185,91,1971-02-24,Sudbury,CAN,Ontario,"","",false,Brian Savage
8469469,https://assets.nhle.com/mugs/nhl/20052006/PHI/8469469.png,R.J.,Umberger,20,C,L,74,214,188,97,1982-05-03,Pittsburgh,USA,Pennsylvania,"","",false,R.J. Umberger
8462050,https://assets.nhle.com/mugs/nhl/20052006/PHI/8462050.png,Denis,Gauthier,23,D,L,74,220,188,100,1976-10-01,Montréal,CAN,Quebec,"","",false,Denis Gauthier
8456531,https://assets.nhle.com/mugs/nhl/20052006/PHI/8456531.png,Derian,Hatcher,2,D,L,77,235,196,107,1972-06-04,Sterling Heights,USA,Michigan,"","",false,Derian Hatcher
8470678,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470678.png,Alexandre,Picard,45,D,L,75,215,191,98,1985-07-05,Gatineau,CAN,Quebec,"","",false,Alexandre Picard
8469668,https://assets.nhle.com/mugs/nhl/20052006/PHI/8469668.png,David,Printz,54,D,L,77,220,196,100,1980-07-24,Stockholm,SWE,"","",false,"",David Printz
8458940,https://assets.nhle.com/mugs/nhl/20052006/PHI/8458940.png,Mike,Rathje,3,D,L,77,235,196,107,1974-05-11,Mannville,CAN,Alberta,"","",false,Mike Rathje
8470023,https://assets.nhle.com/mugs/nhl/20052006/PHI/8470023.png,Wade,Skolney,43,D,R,72,201,183,91,1981-06-24,Wynyard,CAN,Saskatchewan,"","",false,Wade Skolney
8467397,https://assets.nhle.com/mugs/nhl/20062007/PHI/8467397.png,Dimitri,Afanasenkov,27,L,R,74,209,188,95,1980-05-12,Arkhangelsk,RUS,"","",false,"",Dimitri Afanasenkov
8466260,https://assets.nhle.com/mugs/nhl/20062007/PHI/8466260.png,Kyle,Calder,19,L,L,71,177,180,80,1979-01-05,Mannville,CAN,Alberta,"","",false,Kyle Calder
8468786,https://assets.nhle.com/mugs/nhl/20062007/PHI/8468786.png,Riley,Cote,32,L,L,74,220,188,100,1982-03-16,Winnipeg,CAN,Manitoba,"","",false,Riley Cote
8470005,https://assets.nhle.com/mugs/nhl/20062007/PHI/8470005.png,Mark,Cullen,14,C,L,71,182,180,83,1978-10-28,Moorhead,USA,Minnesota,"","",false,Mark Cullen
8470899,https://assets.nhle.com/mugs/nhl/20062007/PHI/8470899.png,Triston,Grant,52,L,L,73,211,185,96,1984-02-02,Neepawa,CAN,Manitoba,"","",false,Triston Grant
8462185,https://assets.nhle.com/mugs/nhl/20062007/PHI/8462185.png,Denis,Hamel,14,L,L,74,203,188,92,1977-05-10,Lachute,CAN,Quebec,"","",false,Denis Hamel
8465220,https://assets.nhle.com/mugs/nhl/20062007/PHI/8465220.png,Eric,Meloche,40,R,R,70,202,178,92,1976-05-01,Montréal,CAN,Quebec,"","",false,Eric Meloche
8470076,https://assets.nhle.com/mugs/nhl/20062007/PHI/8470076.png,Darren,Reid,26,R,R,74,205,188,93,1983-05-08,Lac La Biche,CAN,Alberta,"","",false,Darren Reid
8457921,https://assets.nhle.com/mugs/nhl/20062007/PHI/8457921.png,Geoff,Sanderson,8,L,L,72,190,183,86,1972-02-01,Hay River,CAN,Northwest Territories,"","",false,Geoff Sanderson
8470105,https://assets.nhle.com/mugs/nhl/20062007/PHI/8470105.png,Scottie,Upshall,9,R,L,72,200,183,91,1983-10-07,Fort McMurray,CAN,Alberta,"","",false,Scottie Upshall
8460500,https://assets.nhle.com/mugs/nhl/20062007/PHI/8460500.png,Nolan,Baumgartner,44,D,R,74,195,188,88,1976-03-23,Calgary,CAN,Alberta,"","",false,Nolan Baumgartner
8467918,https://assets.nhle.com/mugs/nhl/20062007/PHI/8467918.png,Martin,Grenier,32,D,L,77,245,196,111,1980-11-02,Laval,CAN,Quebec,"","",false,Martin Grenier
8470317,https://assets.nhle.com/mugs/nhl/20062007/PHI/8470317.png,Nate,Guenin,29,D,R,75,207,191,94,1982-12-10,Aliquippa,USA,Pennsylvania,"","",false,Nate Guenin
8468487,https://assets.nhle.com/mugs/nhl/20062007/PHI/8468487.png,Lars,Jonsson,43,D,L,73,198,185,90,1982-01-02,Borlange,SWE,"","",false,"",Lars Jonsson
8470743,https://assets.nhle.com/mugs/nhl/20062007/PHI/8470743.png,Lasse,Kukkonen,3,D,L,72,190,183,86,1981-09-18,Oulu,FIN,"","",false,"",Lasse Kukkonen
8471692,https://assets.nhle.com/mugs/nhl/20062007/PHI/8471692.png,Ryan,Parent,77,D,L,75,198,191,90,1987-03-17,Prince Albert,CAN,Saskatchewan,"","",false,Ryan Parent
8469593,https://assets.nhle.com/mugs/nhl/20062007/PHI/8469593.png,Jussi,Timonen,46,D,L,72,200,183,91,1983-06-29,Kuopio,FIN,"","",false,"",Jussi Timonen
8471444,https://assets.nhle.com/mugs/nhl/20062007/PHI/8471444.png,Martin,Houle,35,G,L,71,180,180,82,1985-02-12,Montréal,CAN,Quebec,"","",false,Martin Houle
8468038,https://assets.nhle.com/mugs/nhl/20062007/PHI/8468038.png,Michael,Leighton,49,G,L,75,186,191,84,1981-05-19,Petrolia,CAN,Ontario,"","",false,Michael Leighton
8464975,https://assets.nhle.com/mugs/nhl/20072008/PHI/8464975.png,Daniel,Brière,48,R,R,69,174,175,79,1977-10-06,Gatineau,CAN,Quebec,"","",false,Daniel Brière
8471703,https://assets.nhle.com/mugs/nhl/20072008/PHI/8471703.png,Steve,Downie,9,R,R,71,191,180,87,1987-04-03,Newmarket,CAN,Ontario,"","",false,Steve Downie
8473512,https://assets.nhle.com/mugs/nhl/20072008/PHI/8473512.png,Claude,Giroux,28,C,R,71,190,180,86,1988-01-12,Hearst,CAN,Ontario,"","",false,Claude Giroux
8473904,https://assets.nhle.com/mugs/nhl/20072008/PHI/8473904.png,Kyle,Greentree,65,L,L,75,215,191,98,1983-11-15,Victoria,CAN,British Columbia,"","",false,Kyle Greentree
8468486,https://assets.nhle.com/mugs/nhl/20072008/PHI/8468486.png,Scott,Hartnell,19,L,L,74,215,188,98,1982-04-18,Regina,CAN,Saskatchewan,"","",false,Scott Hartnell
8470207,https://assets.nhle.com/mugs/nhl/20072008/PHI/8470207.png,Joffrey,Lupul,15,R,R,73,206,185,93,1983-09-23,Fort Saskatchewan,CAN,Alberta,"","",false,Joffrey Lupul
8470375,https://assets.nhle.com/mugs/nhl/20072008/PHI/8470375.png,Patrick,Thoresen,25,L,L,71,188,180,85,1983-11-07,Oslo,NOR,"","",false,"",Patrick Thoresen
8473635,https://assets.nhle.com/mugs/nhl/20072008/PHI/8473635.png,Denis,Tolpeko,53,C,L,73,190,185,86,1985-01-29,Moscow,RUS,"","",false,"",Denis Tolpeko
8459469,https://assets.nhle.com/mugs/nhl/20072008/PHI/8459469.png,Rory,Fitzpatrick,8,D,R,74,210,188,95,1975-01-11,Rochester,USA,New York,"","",false,Rory Fitzpatrick
8459670,https://assets.nhle.com/mugs/nhl/20072008/PHI/8459670.png,Kimmo,Timonen,44,D,L,70,194,178,88,1975-03-18,Kuopio,FIN,"","",false,"",Kimmo Timonen
8474177,https://assets.nhle.com/mugs/nhl/20082009/PHI/8474177.png,Jon,Kalinski,37,L,L,73,175,185,79,1987-05-25,Bonnyville,CAN,Alberta,"","",false,Jon Kalinski
8462823,https://assets.nhle.com/mugs/nhl/20082009/PHI/8462823.png,Glen,Metropolit,13,C,R,70,196,178,89,1974-06-25,Toronto,CAN,Ontario,"","",false,Glen Metropolit
8473568,https://assets.nhle.com/mugs/nhl/20082009/PHI/8473568.png,Andreas,Nodl,15,R,L,73,196,185,89,1987-02-28,Vienna,AUT,"","",false,"",Andreas Nodl
8474225,https://assets.nhle.com/mugs/nhl/20082009/PHI/8474225.png,Nate,Raduns,60,R,R,75,212,191,96,1984-05-17,Sauk Rapids,USA,Minnesota,"","",false,Nate Raduns
8472248,https://assets.nhle.com/mugs/nhl/20082009/PHI/8472248.png,Jared,Ross,42,C,L,70,175,178,79,1982-09-18,Huntsville,USA,Alabama,"","",false,Jared Ross
8469626,https://assets.nhle.com/mugs/nhl/20082009/PHI/8469626.png,Andrew,Alberts,41,D,L,77,218,196,99,1981-06-30,Minneapolis,USA,Minnesota,"","",false,Andrew Alberts
8470640,https://assets.nhle.com/mugs/nhl/20082009/PHI/8470640.png,Matt,Carle,25,D,L,72,197,183,89,1984-09-25,Anchorage,USA,Alaska,"","",false,Matt Carle
8475115,https://assets.nhle.com/mugs/nhl/20082009/PHI/8475115.png,Jamie,Fritsch,51,D,L,74,195,188,88,1985-02-25,Odenton,USA,Maryland,"","",false,Jamie Fritsch
8475068,https://assets.nhle.com/mugs/nhl/20082009/PHI/8475068.png,David,Sloane,40,D,R,76,220,193,100,1985-04-06,Ambler,USA,Pennsylvania,"","",false,David Sloane
8470996,https://assets.nhle.com/mugs/nhl/20082009/PHI/8470996.png,Danny,Syvret,26,D,L,72,205,183,93,1985-06-13,Millgrove,CAN,Ontario,"","",false,Danny Syvret
