id,playerId,playerName,birthDate,triCode,draftDate
14609,8475753,Justin Faulk,1992-03-20,CAR,2010-06-26
14610,8475750,Jon Merrill,1992-02-03,NJD,2010-06-26
14611,8475757,Brett Bulmer,1992-04-26,MIN,2010-06-26
14612,8475749,Christian Thomas,1992-05-26,NYR,2010-06-26
14613,8475747,Patrik Nemeth,1992-02-08,DAL,2010-06-26
14614,8475758,Devante Smith-Pelly,1992-06-14,ANA,2010-06-26
14615,8475746,Brad Ross,1992-05-28,TOR,2010-06-26
14616,8475725,Sebastian Wannstrom,1991-03-03,STL,2010-06-26
14617,8475727,Ryan Spooner,1992-01-30,BOS,2010-06-26
14618,8475716,Martin Marincin,1992-02-18,EDM,2010-06-26
14619,8475726,Tyler Toffoli,1992-04-24,LAK,2010-06-26
14620,8475734,Curtis Hamilton,1991-12-04,EDM,2010-06-26
14621,8475717,Calvin Pickard,1992-04-15,COL,2010-06-26
14622,8475736,Connor Brickley,1992-02-25,FLA,2010-06-26
14623,8475714,Calle Jarnkrok,1991-09-25,DET,2010-06-26
14624,8475719,Philip Lane,1992-05-29,PHX,2010-06-26
14625,8475729,Mark Alt,1991-10-18,CAR,2010-06-26
14626,8475718,Justin Holl,1992-01-30,CHI,2010-06-26
14627,8475723,Petr Straka,1992-06-15,CBJ,2010-06-26
14628,8475728,Johan Larsson,1992-07-25,MIN,2010-06-26
14629,8475715,Oscar Lindberg,1991-10-29,PHX,2010-06-26
14630,8475720,Kent Simpson,1992-03-26,CHI,2010-06-26
14631,8475722,Jason Zucker,1992-01-16,MIN,2010-06-26
14632,8475730,Stephen Johns,1992-04-18,CHI,2010-06-26
14633,8475724,Ryan Martindale,1991-10-27,EDM,2010-06-26
14634,8475735,Greg McKegg,1992-06-17,TOR,2010-06-26
14635,8475721,Brock Beukeboom,1992-04-01,TBL,2010-06-26
14636,8475733,Max Reinhart,1992-02-04,CGY,2010-06-26
14637,8475737,Kirill Kabanov,1992-07-16,NYI,2010-06-26
14638,8475462,Radko Gudas,1990-06-05,TBL,2010-06-26
14639,8475732,Danny Biega,1991-09-29,CAR,2010-06-26
14640,8475741,Jerome Leduc,1992-07-30,BUF,2010-06-26
14641,8475740,Joe Basaraba,1992-05-02,FLA,2010-06-26
14642,8475738,Jordan Weal,1992-04-15,LAK,2010-06-26
14643,8475739,Michael Bournival,1992-05-31,COL,2010-06-26
14644,8475742,Adam Janosik,1992-09-07,TBL,2010-06-26
14645,8475708,Joey Leach,1992-01-29,CGY,2010-06-26
14646,8475713,Max Gardiner,1992-05-07,STL,2010-06-26
14647,8475709,Kevin Sundher,1992-01-18,BUF,2010-06-26
14648,8475710,Jakub Culek,1992-09-07,OTT,2010-06-26
14649,8475711,Alexander Guptill,1992-03-05,DAL,2010-06-26
14650,8475712,Taylor Aronson,1991-12-30,NSH,2010-06-26
14651,8475785,Sondre Olden,1992-08-29,TOR,2010-06-26
14652,8475810,Bryan Rust,1992-05-11,PIT,2010-06-26
14653,8475802,Louis-Marc Aubry,1991-11-11,DET,2010-06-26
14654,8475803,Jason Clark,1992-02-27,NYI,2010-06-26
14655,8475811,Matt MacKenzie,1991-10-15,BUF,2010-06-26
14656,8475809,Scott Wedgewood,1992-08-14,NJD,2010-06-26
14657,8475801,Austin Levi,1992-02-16,CAR,2010-06-26
14658,8475816,Stanislav Galiev,1992-01-17,WSH,2010-06-26
14659,8475815,Julian Melchiori,1991-12-06,ATL,2010-06-26
14660,8475806,Max Gaede,1992-03-27,SJS,2010-06-26
14661,8475808,Michael Chaput,1992-04-09,PHI,2010-06-26
14662,8475807,Joakim Nordstrom,1992-02-25,CHI,2010-06-26
14663,8475817,Jeremie Blain,1992-03-19,EDM,2010-06-26
14664,8475821,Sam Brittain,1992-05-10,FLA,2010-06-26
14665,8475823,Benjamin Gallacher,1992-09-11,FLA,2010-06-26
14666,8475822,Brandon Archibald,1992-03-31,CBJ,2010-06-26
14667,8475812,Stephen Silas,1992-06-26,COL,2010-06-26
14668,8475814,Geoffrey Schemitsch,1992-04-01,TBL,2010-06-26
14669,8475414,Craig Cunningham,1990-09-13,BOS,2010-06-26
14670,8475818,Steven Shipley,1992-04-22,BUF,2010-06-26
14671,8475820,Joonas Donskoi,1992-04-13,FLA,2010-06-26
14672,8475827,Andrew Yogan,1991-12-04,NYR,2010-06-26
14673,8475828,Ivan Telegin,1992-02-28,ATL,2010-06-26
14674,8475819,Mathieu Corbeil,1991-09-27,CBJ,2010-06-26
14675,8475829,John Ramage,1991-02-07,CGY,2010-06-26
14676,8475825,Jani Hakanpää,1992-03-31,STL,2010-06-26
14677,8475826,Justin Shugg,1991-12-24,CAR,2010-06-26
14678,8475834,Marcus Sorensen,1992-04-07,OTT,2010-06-26
14679,8475824,Sami Aittokallio,1992-08-06,COL,2010-06-26
14680,8475833,Bill Arnold,1992-05-13,CGY,2010-06-26
14681,8475835,Alex Theriau,1992-02-14,DAL,2010-06-26
14682,8475832,Tom Kuhnhackl,1992-01-21,PIT,2010-06-26
14683,8475800,Teemu Pulkkinen,1992-01-02,DET,2010-06-26
14684,8475831,Philipp Grubauer,1991-11-25,WSH,2010-06-26
14685,8475777,Mark MacMillan,1992-01-23,MTL,2010-06-26
14686,8475830,Joe Faust,1991-11-15,NJD,2010-06-26
14687,8475776,Patrick McNally,1991-12-04,VAN,2010-06-26
14688,8475774,Petter Granberg,1992-08-27,TOR,2010-06-26
14689,8475782,Morgan Ellis,1992-04-30,MTL,2010-06-26
14690,8475773,James Mullin,1992-02-24,TBL,2010-06-26
14691,8475775,Tye McGinn,1990-07-29,PHI,2010-06-26
14692,8475783,Rob Flick,1991-03-28,CHI,2010-06-26
14693,8475781,Tyler Bunz,1992-02-11,EDM,2010-06-26
14694,8475780,Chris Wagner,1991-05-27,ANA,2010-06-26
14695,8475786,Zach Hyman,1992-06-09,FLA,2010-06-26
14696,8475787,Austin Madaisky,1992-01-30,CBJ,2010-06-26
14697,8474846,Tony Dehart,1990-03-20,NYI,2010-06-26
14698,8475779,Patrick Cehlin,1991-07-27,NSH,2010-06-26
14699,8475873,Cody Ferriero,1991-12-19,SJS,2010-06-26
14700,8475840,Fredrik Pettersson-Wentzel,1991-07-23,ATL,2010-06-26
14701,8475878,Freddie Hamilton,1992-01-01,SJS,2010-06-26
14702,8475449,Jason Wilson,1990-04-15,NYR,2010-06-26
14703,8475906,John Klingberg,1992-08-14,DAL,2010-06-26
14704,8475841,Tim Heed,1991-01-27,ANA,2010-06-26
14705,8475907,Micheal Ferland,1992-04-20,CGY,2010-06-26
14706,8475847,Cody Beach,1992-08-08,STL,2010-06-26
14707,8475845,Justin Florek,1990-05-18,BOS,2010-06-26
14708,8475838,Isaac MacLeod,1992-02-22,SJS,2010-06-26
14709,8475846,Troy Rutkowski,1992-04-29,COL,2010-06-26
14710,8475839,Louis Domingue,1992-03-06,PHX,2010-06-26
14711,8475415,Luke Walker,1990-02-19,COL,2010-06-26
14712,8475844,Kenny Agostino,1992-04-30,PIT,2010-06-26
14713,8475852,Petr Mrazek,1992-02-14,DET,2010-06-26
14714,8475843,Caleb Herbert,1991-10-12,WSH,2010-06-26
14715,8475851,Gregg Sutch,1992-02-09,BUF,2010-06-26
14716,8475842,Sam Carrick,1992-02-04,TOR,2010-06-26
14717,8475853,Adam Polasek,1991-07-12,VAN,2010-06-26
14718,8475850,Daniel Brodin,1990-02-09,TOR,2010-06-26
14719,8475848,Brendan Gallagher,1992-05-06,MTL,2010-06-26
14720,8475857,Kevin Gravel,1992-03-06,LAK,2010-06-26
14721,8475849,Michael Parks,1992-02-15,PHI,2010-06-26
14722,8475858,Yasin Cisse,1992-03-11,ATL,2010-06-26
14723,8475859,Mirko Hoefflin,1992-06-18,CHI,2010-06-26
14724,8475854,Joe Rogalski,1991-11-29,PIT,2010-06-26
14725,8475864,Corey Durocher,1992-05-30,FLA,2010-06-26
14726,8474774,Dalton Prout,1990-03-13,CBJ,2010-06-26
14727,8475856,Kendall McFaull,1992-04-10,ATL,2010-06-26
14728,8475863,Brendan O'Donnell,1992-06-25,TBL,2010-06-26
14729,8475855,Jesper Fast,1991-12-02,NYR,2010-06-26
14730,8475861,Maxim Kitsyn,1991-12-24,LAK,2010-06-26
14731,8475860,Johan Gustafsson,1992-02-28,MIN,2010-06-26
14732,8475871,Tanner Lane,1992-08-13,ATL,2010-06-26
14733,8475862,Andreas Dahlstrom,1991-06-22,ANA,2010-06-26
14734,8475869,Brandon Davidson,1991-08-21,EDM,2010-06-26
14735,8475870,Konrad Abeltshauser,1992-09-02,SJS,2010-06-26
14736,8475875,Stephen MacAulay,1992-04-20,STL,2010-06-26
14737,8475876,Zane McIntyre,1992-08-20,BOS,2010-06-26
14738,8475877,Drew Czerwonka,1992-07-01,EDM,2010-06-26
14739,8475867,Tyler Stahl,1992-01-29,CAR,2010-06-26
14740,8475868,Anthony Bitetto,1990-07-15,NSH,2010-06-26
14741,8475866,Sebastian Owuya,1991-10-08,ATL,2010-06-26
14742,8475872,Reid McNeill,1992-04-29,PIT,2010-06-26
14743,8475804,Brooks Macek,1992-05-15,DET,2010-06-26
14744,8475836,Alex Friesen,1991-01-30,VAN,2010-06-26
14745,8475874,Cedrick Henley,1992-01-10,BUF,2010-06-26
14746,8475805,Maxime Clermont,1991-12-31,NJD,2010-06-26
14747,8475909,Jonathan Iilahti,1992-04-27,VAN,2010-06-26
14748,8475912,Samuel Carrier,1992-04-28,WSH,2010-06-26
14749,8475914,Kevin Lind,1992-03-31,ANA,2010-06-26
14750,8475913,Mark Stone,1992-05-13,OTT,2010-06-26
14751,8475915,Nick Luukko,1991-11-29,PHI,2010-06-26
14752,8475911,Nick Mattson,1991-10-25,CHI,2010-06-26
14753,8475916,Kristians Pelss,1992-09-09,EDM,2010-06-26
14754,8475882,Josh Nicholls,1992-04-27,TOR,2010-06-26
14755,8475881,Ronald Boyd,1991-02-07,FLA,2010-06-26
14756,8475910,Martin Ouellette,1991-12-30,CBJ,2010-06-26
14757,8475880,Cody Rosen,1990-09-27,NYI,2010-06-26
14758,8474695,Teigan Zahn,1990-01-04,TBL,2010-06-26
14759,8475883,Frederik Andersen,1989-10-02,CAR,2010-06-26
14760,8475888,Lee Moffie,1990-08-29,SJS,2010-06-26
14761,8475886,Dylen McKinlay,1992-04-20,MIN,2010-06-26
14762,8475887,Randy McNaught,1990-08-05,NYR,2010-06-26
14763,8475879,Mac Carruth,1992-03-25,CHI,2010-06-26
14764,8475885,Brett Perlini,1990-06-14,ANA,2010-06-26
14765,8475889,Patrick Holland,1992-01-07,CGY,2010-06-26
14766,8475891,David Elsner,1992-03-22,NSH,2010-06-26
14767,8475892,Maxim Chudinov,1990-03-25,BOS,2010-06-26
14768,8475894,Bryce Aneloski,1990-04-27,OTT,2010-06-26
14769,8475884,Luke Moffatt,1992-06-11,COL,2010-06-26
14770,8475893,Joonas Rask,1990-03-24,NSH,2010-06-26
14771,8475895,Peter Stoykewych,1992-07-14,ATL,2010-06-26
14772,8475890,Christopher Crane,1991-12-02,SJS,2010-06-26
14773,8475897,Ben Marshall,1992-08-30,DET,2010-06-26
14774,8475900,Kellen Jones,1990-08-16,EDM,2010-06-26
14775,8475901,Christian Isackson,1992-01-20,BUF,2010-06-26
14776,8475898,Mauro Jorg,1990-04-29,NJD,2010-06-26
14777,8475899,Sawyer Hannay,1992-09-06,VAN,2010-06-26
14778,8475905,Ricard Blidstrand,1992-04-20,PHI,2010-06-26
14779,8475903,John Westin,1992-05-19,MTL,2010-06-26
14780,8475904,Riley Boychuk,1991-02-20,BUF,2010-06-26
14781,8475896,Brendan Ranford,1992-05-03,PHI,2010-06-26
14782,8475902,Zach Trotman,1990-08-26,BOS,2010-06-26
14362,8475166,John Tavares,1990-09-20,NYI,2009-06-26
14363,8475167,Victor Hedman,1990-12-18,TBL,2009-06-26
14364,8475168,Matt Duchene,1991-01-16,COL,2009-06-26
14365,8475169,Evander Kane,1991-08-02,ATL,2009-06-26
14366,8475170,Brayden Schenn,1991-08-22,LAK,2009-06-26
14367,8475171,Oliver Ekman-Larsson,1991-07-17,PHX,2009-06-26
14368,8475172,Nazem Kadri,1990-10-06,TOR,2009-06-26
14369,8475173,Scott Glennie,1991-02-22,DAL,2009-06-26
14370,8475174,Jared Cowen,1991-01-25,OTT,2009-06-26
14371,8475175,Magnus Paajarvi,1991-04-12,EDM,2009-06-26
14372,8475176,Ryan Ellis,1991-01-03,NSH,2009-06-26
14373,8475177,Calvin de Haan,1991-05-09,NYI,2009-06-26
14374,8475178,Zack Kassian,1991-01-24,BUF,2009-06-26
14375,8475179,Dmitry Kulikov,1990-10-29,FLA,2009-06-26
14376,8475180,Peter Holland,1991-01-14,ANA,2009-06-26
14377,8475181,Nick Leddy,1991-03-20,MIN,2009-06-26
14378,8475182,David Rundblad,1990-10-08,STL,2009-06-26
14379,8475183,Louis Leblanc,1991-01-26,MTL,2009-06-26
14380,8475184,Chris Kreider,1991-04-30,NYR,2009-06-26
14381,8475185,Jacob Josefson,1991-03-02,NJD,2009-06-26
14382,8475186,John Moore,1990-11-19,CBJ,2009-06-26
14383,8475147,Jordan Schroeder,1990-09-29,VAN,2009-06-26
14384,8475148,Tim Erixon,1991-02-24,CGY,2009-06-26
14385,8475149,Marcus Johansson,1990-10-06,WSH,2009-06-26
14386,8475150,Jordan Caron,1990-11-02,BOS,2009-06-26
14387,8475151,Kyle Palmieri,1991-02-01,ANA,2009-06-26
14388,8475152,Philippe Paradis,1991-01-02,CAR,2009-06-26
14389,8475153,Dylan Olsen,1991-01-03,CHI,2009-06-26
14390,8475154,Carter Ashton,1991-04-01,TBL,2009-06-26
14391,8475155,Simon Despres,1991-07-27,PIT,2009-06-26
14392,8475156,Mikko Koskinen,1988-07-18,NYI,2009-06-27
14393,8475157,Landon Ferraro,1991-08-08,DET,2009-06-27
14394,8475158,Ryan O'Reilly,1991-02-07,COL,2009-06-27
14395,8475159,Carl Klingberg,1991-01-28,ATL,2009-06-27
14396,8475160,Kyle Clifford,1991-01-13,LAK,2009-06-27
14397,8475161,Chris Brown,1991-02-03,PHX,2009-06-27
14398,8475162,Mat Clark,1990-10-17,ANA,2009-06-27
14399,8475163,Alex Chiasson,1990-10-01,DAL,2009-06-27
14400,8475164,Jakob Silfverberg,1990-10-13,OTT,2009-06-27
14401,8475165,Anton Lander,1991-04-24,EDM,2009-06-27
14402,8475187,Zach Budish,1991-05-09,NSH,2009-06-27
14403,8475211,Charles-Olivier Roussel,1991-09-13,NSH,2009-06-27
14404,8475212,William Wrenn,1991-03-16,SJS,2009-06-27
14405,8475213,Drew Shore,1991-01-29,FLA,2009-06-27
14406,8475214,Jeremy Morin,1991-04-16,ATL,2009-06-27
14407,8475215,Robin Lehner,1991-07-24,OTT,2009-06-27
14408,8475216,Ethan Werek,1991-06-07,NYR,2009-06-27
14409,8475205,Brett Ponich,1991-02-22,STL,2009-06-27
14410,8475206,Stefan Elliott,1991-01-30,COL,2009-06-27
14411,8475207,Kenny Ryan,1991-07-10,TOR,2009-06-27
14412,8475208,Brian Dumoulin,1991-09-06,CAR,2009-06-27
14413,8475209,Richard Panik,1991-02-07,TBL,2009-06-27
14414,8475210,Anton Rodin,1990-11-21,VAN,2009-06-27
14415,8475199,Eric Gelinas,1991-05-08,NJD,2009-06-27
14416,8475200,Dmitry Orlov,1991-07-23,WSH,2009-06-27
14417,8475201,Kevin Lynch,1991-04-23,CBJ,2009-06-27
14418,8475202,Taylor Doherty,1991-03-02,SJS,2009-06-27
14419,8475203,Jesse Blacker,1991-04-19,TOR,2009-06-27
14420,8475204,Brandon Pirri,1991-04-10,CHI,2009-06-27
14421,8475193,Tomas Tatar,1990-12-01,DET,2009-06-27
14422,8475194,Philip Samuelsson,1991-07-26,PIT,2009-06-27
14423,8475195,Anders Nilsson,1990-03-19,NYI,2009-06-27
14424,8475196,Ben Hanowski,1990-10-18,PIT,2009-06-27
14425,8475197,Tyson Barrie,1991-07-26,COL,2009-06-27
14426,8475198,Joonas Nattinen,1991-01-03,MTL,2009-06-27
14427,8475188,Brayden McNabb,1991-01-21,BUF,2009-06-27
14428,8475189,Josh Birkholz,1991-03-28,FLA,2009-06-27
14429,8475190,Jamie Devane,1991-02-20,TOR,2009-06-27
14430,8475191,Reilly Smith,1991-04-01,DAL,2009-06-27
14431,8475192,Taylor Beck,1991-05-13,NSH,2009-06-27
14432,8475217,Troy Hesketh,1991-07-05,EDM,2009-06-27
14433,8475247,Michael Latta,1991-05-25,NSH,2009-06-27
14434,8475248,Alexander Urbom,1990-12-20,NJD,2009-06-27
14435,8475249,Ryan Howse,1991-07-06,CGY,2009-06-27
14436,8475250,Andrej Nestrasil,1991-02-22,DET,2009-06-27
14437,8475251,Igor Bobkov,1991-01-02,ANA,2009-06-27
14438,8475252,Matt Hackett,1990-03-07,MIN,2009-06-27
14439,8475241,Sergey Andronov,1989-07-19,STL,2009-06-27
14440,8475242,Mac Bennett,1991-03-25,MTL,2009-06-27
14441,8475243,Ryan Bourque,1991-01-03,NYR,2009-06-27
14442,8475244,Adam Morrison,1991-02-09,PHI,2009-06-27
14443,8475245,Cameron Abney,1991-05-23,EDM,2009-06-27
14444,8475246,Kevin Connauton,1990-02-23,VAN,2009-06-27
14445,8475235,Nicolas Deslauriers,1991-02-22,LAK,2009-06-27
14446,8475236,Cody Eakin,1991-05-24,WSH,2009-06-27
14447,8475237,Ryan Button,1991-03-26,BOS,2009-06-27
14448,8475238,Simon Bertilsson,1991-04-19,PHI,2009-06-27
14449,8475239,Mattias Lindstrom,1991-03-21,CAR,2009-06-27
14450,8475240,Dan Delisle,1990-09-24,CHI,2009-06-27
14451,8475229,Gleason Fournier,1991-09-08,DET,2009-06-27
14452,8475230,Michael Lee,1990-10-05,PHX,2009-06-27
14453,8475231,Casey Cizikas,1991-02-27,NYI,2009-06-27
14454,8475232,Alex Hutchings,1990-11-07,TBL,2009-06-27
14455,8475233,David Savard,1990-10-22,CBJ,2009-06-27
14456,8475234,J-F Berube,1991-07-13,LAK,2009-06-27
14457,8475223,Linden Vey,1991-07-17,LAK,2009-06-27
14458,8475224,Jordan Szwarz,1991-05-14,PHX,2009-06-27
14459,8475225,Craig Smith,1989-09-05,NSH,2009-06-27
14460,8475226,Kyle Bigos,1989-05-12,EDM,2009-06-27
14461,8475227,Chris Wideman,1990-01-07,OTT,2009-06-27
14462,8475228,Toni Rajala,1991-03-29,EDM,2009-06-27
14463,8475218,Mattias Ekholm,1990-05-24,NSH,2009-06-27
14464,8475219,Kristopher Foucault,1990-12-12,MIN,2009-06-27
14465,8475220,Marcus Foligno,1991-08-10,BUF,2009-06-27
14466,8475221,Justin Weller,1991-07-26,PHX,2009-06-27
14467,8475222,Sami Vatanen,1991-06-03,ANA,2009-06-27
14468,8475253,Garrett Wilson,1991-03-16,FLA,2009-06-27
14469,8474810,Tyler Shattock,1990-02-10,STL,2009-06-27
14470,8475280,Alexander Avtsin,1991-03-19,MTL,2009-06-27
14471,8475281,Nick Oliver,1991-05-04,NSH,2009-06-27
14472,8475282,Henrik Bjorklund,1990-09-22,CGY,2009-06-27
14473,8475283,Lane MacDermid,1989-08-25,BOS,2009-06-27
14474,8475284,Jeremy Price,1990-09-26,VAN,2009-06-27
14475,8475274,Seth Helgeson,1990-10-08,NJD,2009-06-27
14476,8475275,Patrick Wey,1991-03-21,WSH,2009-06-27
14477,8475276,Alex Fallstrom,1990-09-15,MIN,2009-06-27
14478,8475277,Edward Pasquale,1990-11-20,ATL,2009-06-27
19058,"",Void,"",TOR,2009-06-27
14480,8475278,Byron Froese,1991-03-12,CHI,2009-06-27
14481,8475279,Ben Chiarot,1991-05-09,ATL,2009-06-27
14482,8475269,Nick Petersen,1989-05-27,PIT,2009-06-27
14483,8475270,Anton Klementyev,1990-03-25,NYI,2009-06-27
14484,8475271,Alex Velischek,1990-12-17,PIT,2009-06-27
14485,8475272,Kieran Millan,1989-08-31,COL,2009-06-27
14486,8475273,Cody Sol,1991-02-11,ATL,2009-06-27
14487,8475099,David Kolomatis,1989-02-25,LAK,2009-06-27
14488,8475264,Roman Horak,1991-05-21,NYR,2009-06-27
14489,8475265,Eric Knodel,1990-06-08,TOR,2009-06-27
14490,8475266,Tomas Vincour,1990-11-19,DAL,2009-06-27
14491,8474884,Mike Hoffman,1989-11-24,OTT,2009-06-27
14492,8475089,Matt Kennedy,1989-03-04,CAR,2009-06-27
14493,8475268,Gabriel Bourque,1990-09-23,NSH,2009-06-27
14494,8475258,Olivier Roy,1991-07-12,EDM,2009-06-27
14495,8475259,Mark Adams,1991-05-23,BUF,2009-06-27
14496,8475260,Corban Knight,1990-09-10,FLA,2009-06-27
14497,8475261,Radoslav Illo,1990-01-21,ANA,2009-06-27
14498,8475262,Thomas Larkin,1990-12-31,CBJ,2009-06-27
14499,8475263,Wade Megan,1990-07-22,FLA,2009-06-27
14500,8475254,Gabriel Dumont,1990-10-06,MTL,2009-06-27
14501,8475255,Scott Stajcer,1991-06-14,NYR,2009-06-27
14502,8475256,Spencer Bennett,1990-10-31,CGY,2009-06-27
14503,8474809,Nicola Riopel,1989-02-20,PHI,2009-06-27
14504,8475257,Peter Andersson,1991-04-13,VAN,2009-06-27
14505,8475285,Derek Rodwell,1990-07-08,NJD,2009-06-27
14506,8475319,Brett Flemming,1991-02-26,WSH,2009-06-27
14507,8475320,Jeff Costello,1990-11-20,OTT,2009-06-27
14508,8475321,Phil Varone,1990-12-04,SJS,2009-06-27
14509,8475322,Michael Zador,1991-05-08,TBL,2009-06-27
14510,8475323,Marcus Kruger,1990-05-27,CHI,2009-06-27
14511,8475324,Nick Jensen,1990-09-21,DET,2009-06-27
14512,8475313,Andy Bathgate,1991-02-26,PIT,2009-06-27
14513,8475314,Anders Lee,1990-07-03,NYI,2009-06-27
14514,8475315,Dave Labrecque,1990-01-27,PHI,2009-06-27
14515,8475316,Brandon Maxwell,1991-03-22,COL,2009-06-27
14516,8475317,Jimmy Bubnick,1991-01-19,ATL,2009-06-27
14517,8475318,Michael Pelech,1989-10-06,LAK,2009-06-27
14518,8475308,Evan Bloodoff,1990-11-21,PHX,2009-06-27
14519,8475309,Jerry D'Amigo,1991-02-19,TOR,2009-06-27
14520,8475310,Curtis McKenzie,1991-02-22,DAL,2009-06-27
14521,8474864,Corey Cowick,1989-08-01,OTT,2009-06-27
14522,8475311,Darcy Kuemper,1990-05-05,MIN,2009-06-27
14523,8475312,Jaroslav Janus,1989-09-21,TBL,2009-06-27
14524,8475302,Jere Sallinen,1990-10-26,MIN,2009-06-27
14525,8475303,Connor Knapp,1990-05-01,BUF,2009-06-27
14526,8475304,Scott Timmins,1989-09-11,FLA,2009-06-27
14527,8475305,Scott Valentine,1991-05-02,ANA,2009-06-27
14528,8475306,Anton Blomqvist,1990-03-07,CBJ,2009-06-27
14529,8475307,David Shields,1991-01-27,STL,2009-06-27
14530,8475297,Dustin Walsh,1991-03-20,MTL,2009-06-27
14531,8475298,Dan Maggio,1991-03-04,NYR,2009-06-27
14532,8475299,Joni Ortio,1991-04-16,CGY,2009-06-27
14533,8474892,Eric Wellwood,1990-03-06,PHI,2009-06-27
14534,8475300,Joe Cannata,1990-01-02,VAN,2009-06-27
14535,8475301,Ashton Bernard,1990-02-05,NJD,2009-06-27
14536,8475291,Garrett Mitchell,1991-09-02,WSH,2009-06-27
14537,8475292,Tyler Randell,1991-06-15,BOS,2009-06-27
14538,8475293,David Pacan,1991-03-31,CHI,2009-06-27
14539,8475294,Rasmus Rissanen,1991-07-13,CAR,2009-06-27
14540,8475295,Brandon Kozun,1990-03-08,LAK,2009-06-27
14541,8475296,Mitch Callahan,1991-08-17,DET,2009-06-27
14542,8475286,Viktor Ekbom,1989-06-01,PIT,2009-06-27
14543,8475287,Erik Haula,1991-03-23,MIN,2009-06-27
14544,8475288,Kirill Gotovets,1991-06-25,TBL,2009-06-27
14545,8475289,Gus Young,1991-07-10,COL,2009-06-27
14546,8475290,Levko Koper,1990-10-05,ATL,2009-06-27
14547,8475325,Jordan Nolan,1989-06-23,LAK,2009-06-27
14548,8475344,Steven Anthony,1991-03-21,VAN,2009-06-27
14549,8475345,Barron Smith,1991-04-02,TOR,2009-06-27
14550,8475346,Marek Viedensky,1990-08-18,SJS,2009-06-27
14551,8475347,Brad Peltz,1989-10-02,OTT,2009-06-27
14552,8475348,Michael Sdao,1989-07-03,OTT,2009-06-27
14553,8475349,Cameron Reid,1991-08-25,NSH,2009-06-27
14554,8475339,Anthony Hamburg,1991-08-30,MIN,2009-06-27
14555,8475340,Maxime Legault,1989-03-28,BUF,2009-06-27
14556,8475341,Paul Phillips,1991-07-16,CHI,2009-06-27
14557,8475342,Oliver Lauridsen,1989-03-24,PHI,2009-06-27
14558,8474807,Kyle Neuber,1989-03-22,CBJ,2009-06-27
14559,8475343,Nic Dowd,1990-05-27,LAK,2009-06-27
14560,8475333,Michael Cichy,1990-07-08,MTL,2009-06-27
14561,8475334,Mikhail Pashnin,1989-05-11,NYR,2009-06-27
14562,8475335,Gaelan Patterson,1990-08-22,CGY,2009-06-27
14563,8475336,Maxwell Tardy,1990-10-27,STL,2009-06-27
14564,8475337,Jordan Samuels-Thomas,1990-05-28,ATL,2009-06-27
14565,8475338,Curtis Gedig,1991-09-14,NJD,2009-06-27
14566,8475327,Benjamin Casavant,1991-01-21,WSH,2009-06-27
14567,8475328,Ben Sexton,1991-06-06,BOS,2009-06-27
14568,8475329,Dominik Bielke,1990-10-23,SJS,2009-06-27
14569,8475330,Tommi Kivisto,1991-06-07,CAR,2009-06-27
14570,8475331,David Gilbert,1991-02-09,CHI,2009-06-27
14571,8475332,Adam Almquist,1991-02-27,DET,2009-06-27
14572,8475326,Petteri Simila,1990-04-09,MTL,2009-06-27
14151,8474564,Steven Stamkos,1990-02-07,TBL,2008-06-20
14152,8474563,Drew Doughty,1989-12-08,LAK,2008-06-20
14153,8474567,Zach Bogosian,1990-07-15,ATL,2008-06-20
14154,8474565,Alex Pietrangelo,1990-01-18,STL,2008-06-20
14155,8474568,Luke Schenn,1989-11-02,TOR,2008-06-20
14156,8474566,Nikita Filatov,1990-05-25,CBJ,2008-06-20
14157,8474569,Colin Wilson,1989-10-20,NSH,2008-06-20
14158,8474571,Mikkel Boedker,1989-12-16,PHX,2008-06-20
14159,8474573,Josh Bailey,1989-10-02,NYI,2008-06-20
14160,8474570,Cody Hodgson,1990-02-18,VAN,2008-06-20
14161,8474572,Kyle Beach,1990-01-13,CHI,2008-06-20
14162,8474574,Tyler Myers,1990-02-01,BUF,2008-06-20
14163,8474575,Colten Teubert,1990-03-08,LAK,2008-06-20
14164,8474576,Zach Boychuk,1989-10-04,CAR,2008-06-20
14165,8474578,Erik Karlsson,1990-05-31,OTT,2008-06-20
14166,8474577,Joe Colborne,1990-01-30,BOS,2008-06-20
14167,8474581,Jake Gardiner,1990-07-04,ANA,2008-06-20
14168,8474580,Chet Pickard,1989-11-29,NSH,2008-06-20
14169,8474579,Luca Sbisa,1990-01-30,PHI,2008-06-20
14170,8474584,Michael Del Zotto,1990-06-24,NYR,2008-06-20
14171,8474583,Anton Gustafsson,1990-02-25,WSH,2008-06-20
14172,8474586,Jordan Eberle,1990-05-15,EDM,2008-06-20
14173,8474585,Tyler Cuma,1990-01-19,MIN,2008-06-20
14174,8474582,Mattias Tedenby,1990-02-21,NJD,2008-06-20
14175,8474587,Greg Nemisz,1990-06-05,CGY,2008-06-20
14176,8474589,Tyler Ennis,1989-10-06,BUF,2008-06-20
14177,8474590,John Carlson,1990-01-10,WSH,2008-06-20
14178,8474588,Viktor Tikhonov,1988-05-12,PHX,2008-06-20
14179,8474595,Daultan Leveille,1990-08-10,ATL,2008-06-20
14180,8474591,Tom McCollum,1989-12-07,DET,2008-06-20
